region,period,total_pop,share_older,share_child
Омская область,2006,2016288.0,0.19182,0.1686
Омская область,2007,2003282.0,0.19507,0.08417
Омская область,2008,1993290.0,0.19928,0.16205
Омская область,2009,1987716.0,0.20186,0.16135
Омская область,2010,1983985.0,0.2062,0.16259
Омская область,2011,1976560.0,0.21122,0.1638
Омская область,2012,1972257.0,0.2166,
Омская область,2013,1968815.0,0.22201,
Омская область,2014,1966103.0,0.2275,
Омская область,2015,1967798.0,0.23333,
Омская область,2016,1965483.0,0.23992,
Омская область,2017,1957127.0,0.24624,
Омская область,2018,1941999.0,0.25326,
Омская область,2019,1923601.0,0.26028,
Омская область,2020,1903587.0,0.25249,
Омская область,2021,1012309.0,0.47663,
Омская область,2022,1851537.0,0.24569,
Омская область,2023,1832064.0,0.25099,
Омская область,2024,1818093.0,0.24294,
Омская область,2025,1805806.0,0.24771,
Оренбургская область,1990,2151097.0,0.17517,0.13536
Оренбургская область,1991,2159743.0,0.17935,0.13487
Оренбургская область,1992,2168257.0,0.18354,0.2639
Оренбургская область,1993,2182602.0,0.18699,0.13293
Оренбургская область,1994,2196785.0,0.18898,0.25696
Оренбургская область,1995,2213038.0,0.18977,0.1291
Оренбургская область,1996,2218052.0,0.19225,0.12673
Оренбургская область,1997,2215936.0,0.19578,0.12371
Оренбургская область,1998,2218082.0,0.19699,0.23562
Оренбургская область,1999,2217558.0,0.19643,0.22866
Оренбургская область,2000,2211204.0,0.19541,0.22027
Оренбургская область,2001,2203616.0,0.19379,0.21328
Оренбургская область,2002,2189876.0,0.19424,0.10543
Оренбургская область,2003,2176000.0,0.19356,0.19769
Оренбургская область,2004,2149942.0,0.19313,0.0971
Оренбургская область,2005,2122459.0,0.19382,0.09395
Оренбургская область,2006,2093495.0,0.19475,0.17798
Оренбургская область,2007,2067890.0,0.19849,0.08895
Оренбургская область,2008,2055701.0,0.20164,0.17197
Оренбургская область,2009,2044256.0,0.20458,0.17197
Оренбургская область,2010,2042043.0,0.20871,0.1734
Оренбургская область,2011,2031497.0,0.21328,0.17484
Оренбургская область,2012,2017013.0,0.21851,
Оренбургская область,2013,2002685.0,0.22409,
Оренбургская область,2014,1988178.0,0.22998,
Оренбургская область,2015,1973855.0,0.23658,
Оренбургская область,2016,1960609.0,0.2434,
Оренбургская область,2017,1948795.0,0.24952,
Оренбургская область,2018,1930484.0,0.25635,
Оренбургская область,2019,1909862.0,0.26326,
Оренбургская область,2020,1898431.0,0.25441,
Оренбургская область,2021,1007953.0,0.48108,
Оренбургская область,2022,1855781.0,0.24549,
Оренбургская область,2023,1841377.0,0.25151,
Оренбургская область,2024,1828656.0,0.24331,
Оренбургская область,2025,1816898.0,0.2481,
Орловская область,1990,895123.0,0.23146,0.10769
Орловская область,1991,898256.0,0.23379,0.10781
Орловская область,1992,899207.0,0.23693,0.21207
Орловская область,1993,903489.0,0.23984,0.10724
Орловская область,1994,907552.0,0.24203,0.20888
Орловская область,1995,909379.0,0.24279,0.1054
Орловская область,1996,905510.0,0.24397,0.10362
Орловская область,1997,900489.0,0.24637,0.10166
Орловская область,1998,895703.0,0.2465,0.19544
Орловская область,1999,891035.0,0.24551,0.19086
Орловская область,2000,884269.0,0.24368,0.18536
Орловская область,2001,876672.0,0.2404,0.17979
Орловская область,2002,867553.0,0.24014,0.08911
Орловская область,2003,858312.0,0.23847,0.16742
Орловская область,2004,847051.0,0.23756,0.08299
Орловская область,2005,835165.0,0.23909,0.08055
Орловская область,2006,822096.0,0.23962,0.15294
Орловская область,2007,811389.0,0.24129,0.07617
Орловская область,2008,805207.0,0.24362,0.14784
Орловская область,2009,798855.0,0.24619,0.14724
Орловская область,2010,793144.0,0.25117,0.14758
Орловская область,2011,785592.0,0.25605,0.14775
Орловская область,2012,780938.0,0.26086,
Орловская область,2013,775110.0,0.26584,
Орловская область,2014,768891.0,0.27095,
Орловская область,2015,763769.0,0.27615,
Орловская область,2016,757886.0,0.28179,
Орловская область,2017,752608.0,0.28662,
Орловская область,2018,744665.0,0.29222,
Орловская область,2019,736511.0,0.29776,
Орловская область,2020,730169.0,0.28787,
Орловская область,2021,393699.0,0.53245,
Орловская область,2022,710023.0,0.27761,
Орловская область,2023,700276.0,0.28238,
Орловская область,2024,692486.0,0.27315,
Орловская область,2025,686181.0,0.2771,
Пензенская область,1990,1546079.0,0.2166,0.11451
Пензенская область,1991,1547825.0,0.21833,0.11418
Пензенская область,1992,1547783.0,0.22113,0.22257
Пензенская область,1993,1553447.0,0.2237,0.11162
Пензенская область,1994,1553178.0,0.22582,0.21607
Пензенская область,1995,1553563.0,0.22682,0.10868
Пензенская область,1996,1545529.0,0.22959,0.10641
Пензенская область,1997,1534965.0,0.23381,0.1037
Пензенская область,1998,1524599.0,0.23443,0.19857
Пензенская область,1999,1514283.0,0.23428,0.19296
Пензенская область,2000,1500196.0,0.23342,0.18636
Пензенская область,2001,1484149.0,0.23268,0.18023
Пензенская область,2002,1466215.0,0.23542,0.08875
Пензенская область,2003,1449233.0,0.23599,0.16624
Пензенская область,2004,1439986.0,0.23525,0.08163
Пензенская область,2005,1431060.0,0.2356,0.07853
Пензенская область,2006,1420065.0,0.23661,0.14844
Пензенская область,2007,1411733.0,0.23954,0.07376
Пензенская область,2008,1405351.0,0.24347,0.14223
Пензенская область,2009,1398160.0,0.24737,0.14115
Пензенская область,2010,1392414.0,0.25249,0.14144
Пензенская область,2011,1384006.0,0.25769,0.14215
Пензенская область,2012,1375223.0,0.26246,
Пензенская область,2013,1365848.0,0.26751,
Пензенская область,2014,1356649.0,0.27266,
Пензенская область,2015,1350786.0,0.27786,
